student_id,total_active_days,Cluster_ID,Behavioral_Pattern
pjxtztbj997,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxtztbj998,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxtzxbj997,310,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxtzxfj978,13,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxtzxfj980,9,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxtzxfj981,16,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxtzxfj982,23,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxtzxfj983,17,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxtzxfj986,9,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxtzxfj994,7,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj443,315,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj445,286,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj446,348,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj449,402,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj450,428,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj454,291,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj460,344,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj461,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj463,226,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj468,338,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj470,358,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj472,330,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj473,385,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj474,536,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj476,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj477,361,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj478,380,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj479,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj483,354,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj485,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj488,362,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj489,527,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj490,374,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj491,322,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj492,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj495,361,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj496,413,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj497,381,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj498,358,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj499,354,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj500,561,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj503,339,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj505,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj507,360,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj508,382,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj511,414,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj512,343,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj515,318,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj516,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj517,381,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj519,427,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj525,496,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj526,337,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj527,352,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj528,476,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj529,294,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj535,286,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj536,340,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj537,690,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj538,409,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj539,307,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj540,357,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj545,297,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj546,364,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj547,381,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj551,456,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj552,382,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj558,436,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj559,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj562,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj564,347,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj565,354,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj566,347,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj568,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj571,339,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj572,335,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj573,647,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj574,400,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj580,303,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj581,380,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj582,335,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj583,495,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj584,284,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj585,481,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj586,340,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj588,397,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj589,328,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj591,593,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj593,258,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj594,401,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj600,358,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj605,335,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj606,478,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj608,334,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj609,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj610,636,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj615,320,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj618,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj619,331,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj621,386,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj622,343,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj624,377,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj631,351,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj632,341,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj633,322,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj634,268,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj637,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj638,345,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj639,300,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj641,371,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj642,342,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj643,380,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj644,427,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj647,363,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj648,334,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj650,408,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj651,414,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj654,379,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj655,291,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj658,415,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj659,427,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj661,555,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj663,732,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj665,354,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj666,419,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj673,382,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj674,369,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj676,355,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj677,332,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj678,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj679,466,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj686,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj687,362,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj691,337,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj692,417,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj694,500,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj695,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj698,464,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj699,321,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj701,319,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj705,301,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj708,386,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj711,338,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj712,395,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj713,302,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj714,449,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj715,747,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj717,337,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj719,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj721,338,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj723,334,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj724,389,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj726,302,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj731,387,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj733,381,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj734,392,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj735,346,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj738,302,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj739,298,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj745,357,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj748,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj750,381,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj751,356,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj755,439,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj757,331,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj758,368,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj760,329,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj761,367,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj763,393,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj766,361,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj767,417,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj770,551,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj772,352,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj773,327,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj774,367,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj778,469,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj781,375,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj783,694,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj784,416,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj785,291,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj786,481,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj787,308,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj788,336,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj796,410,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj797,326,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj799,274,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj800,476,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj803,272,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj804,326,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj805,689,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj806,288,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj811,390,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj812,386,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj814,405,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj818,778,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj826,423,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj829,348,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj830,531,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj831,451,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj833,403,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj837,456,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj838,330,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj839,358,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj840,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj845,291,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj847,323,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj848,363,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj850,400,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj853,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj854,433,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj857,332,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj858,381,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj861,386,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj870,335,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj871,373,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj873,278,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj876,311,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj877,303,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj878,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj879,522,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj881,361,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj883,362,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj890,340,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj892,405,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj894,371,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj898,532,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj903,330,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj904,368,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj905,239,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj906,527,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj914,368,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj915,384,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj916,328,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj917,368,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj918,359,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj925,366,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj927,376,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj928,327,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj930,363,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj933,409,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj935,432,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj937,356,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj944,327,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj947,360,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj950,359,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj952,352,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj953,415,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj954,319,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj955,289,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj956,378,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj958,287,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj962,380,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj967,373,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj974,342,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuqwbj976,381,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj980,357,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj985,370,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj986,755,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuqwbj988,462,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj992,326,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj993,397,0.0,常规混合型 (Standard Mixed Pattern)
pjxuqwbj994,349,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuqwbj996,383,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxuzsfj980,1,,样本量不足 (Insufficient Data)
pjxuzsfj988,4,,样本量不足 (Insufficient Data)
pjxuzvbj991,434,0.0,常规混合型 (Standard Mixed Pattern)
pjxuzvbj996,351,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuzxbj984,327,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuzxbj986,315,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxuzxbj987,267,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxuzxbj997,348,0.0,常规混合型 (Standard Mixed Pattern)
pjxvzrfj975,27,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxvzrfj978,13,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzrfj981,12,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzrfj997,10,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvztfj974,3,,样本量不足 (Insufficient Data)
pjxvztfj976,3,,样本量不足 (Insufficient Data)
pjxvztfj977,3,,样本量不足 (Insufficient Data)
pjxvztfj980,2,,样本量不足 (Insufficient Data)
pjxvztfj985,3,,样本量不足 (Insufficient Data)
pjxvztfj990,1,,样本量不足 (Insufficient Data)
pjxvztfj991,7,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvztfj992,3,,样本量不足 (Insufficient Data)
pjxvztfj994,3,,样本量不足 (Insufficient Data)
pjxvzxbj989,350,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzxbj996,636,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxvzxbj997,307,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzxfj970,15,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxvzxfj972,18,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxvzxfj980,13,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxvzxfj982,17,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzxfj987,18,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxvzxfj988,25,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxvzxfj998,12,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxwxxbj899,285,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj905,330,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj907,277,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj908,305,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj910,294,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj913,303,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj914,332,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj915,317,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwxxbj916,439,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj918,341,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj924,328,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj927,306,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj928,340,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj930,270,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwxxbj934,334,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj938,286,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj940,300,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj941,354,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj943,317,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj944,326,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj945,419,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj946,321,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj949,302,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj951,322,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj953,326,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj960,289,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj963,306,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj964,287,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj967,323,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj970,434,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxwxxbj972,310,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwxxbj981,361,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj983,303,0.0,常规混合型 (Standard Mixed Pattern)
pjxwxxbj992,332,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwxxbj993,391,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwxxbj995,287,0.0,常规混合型 (Standard Mixed Pattern)
pjxwzxbj985,334,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj986,401,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj987,376,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj988,386,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj989,382,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj990,388,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj993,160,0.0,常规混合型 (Standard Mixed Pattern)
pjxwzxbj996,396,0.0,常规混合型 (Standard Mixed Pattern)
pjxwzxbj997,374,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxbj998,331,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxfj975,11,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxwzxfj977,4,,样本量不足 (Insufficient Data)
pjxwzxfj981,20,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxfj983,3,,样本量不足 (Insufficient Data)
pjxwzxfj984,9,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxfj987,29,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxfj991,27,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxfj992,50,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxfj993,4,,样本量不足 (Insufficient Data)
pjxwzxfj994,5,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxkj985,339,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxkj989,340,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxkj991,351,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxkj992,353,1.0,高波动不规律型 (High-Variance Irregular Pattern)
pjxwzxkj993,353,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxkj996,320,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxwzxkj998,349,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxxxbj901,252,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj904,234,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj907,164,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxxxbj908,345,2.0,晨间规律型 (Early-Morning Regular Pattern)
pjxxxxbj910,262,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj911,236,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj912,291,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj913,115,3.0,深夜活跃型 (Late-Night Active Pattern)
pjxxxxbj914,255,0.0,常规混合型 (Standard Mixed Pattern)
pjxxxxbj915,289,0.0,常规混合型 (Standard Mixed Pattern)
